"","Date","Year","Country","Area","Location"
"4794","12-Jul-1938",1938,"AUSTRALIA","Torres Strait","Off Bathurst Island"
"4795","17-Jun-1938",1938,"NICARAGUA","Lower San Juan River",""
"4796","08-Jun-1938",1938,"AUSTRALIA","New South Wales","Manly"
"4797","26-May-1938",1938,"COSTA RICA","Nicoya Peninsula",""
"4798","15-May-1938",1938,"IRAQ","Basrah City","Ashar Canal, where people wash clothes & kitchen pans"
"4799","Reported 02-May-1938",1938,"INDIA","West Bengal","Hooghley River near Budge-Budge"
"4800","Reported 21-Mar-1938",1938,"FIJI","Viti Levu","Singatoka River"
"4801","08-Mar-1938",1938,"AUSTRALIA","Northern Territory","Liverpool River"
"4802","21-Jan-1938",1938,"AUSTRALIA","New South Wales","Tweed Heads"
"4803","18-Jan-1938",1938,"SOUTH AFRICA","KwaZulu-Natal","Vetch’s Pier, Durban"
"4804","14-Jan-1938",1938,"AUSTRALIA","New South Wales","Lady Martin’s Beach, Sydney Harbor"
"4805","02-Jan-1938",1938,"AUSTRALIA","New South Wales","Cronulla"
"4806","Reported 1938",1938,"EGYPT","","Mersa Matruh"
"4807","1938",1938,"TRINIDAD & TOBAGO","Trinidad","Manzanilla Bay, St. Andrew County"
"4808","1938",1938,"USA","North Carolina","On one of the sounds near Wilmington"
"4809","1938",1938,"AUSTRALIA","Torres Strait",""
"4810","1938",1938,"SOUTH AFRICA","KwaZulu-Natal","Bilanhlolo River Mouth, Ramsgate"
"4811","13-Nov-1937",1937,"USA","North Carolina","Off Cape Hatteraa"
"4812","11-Nov-1937",1937,"AUSTRALIA","Torres Strait ","Ota Reef"
"4813","Reported 06-Nov-1937",1937,"SOLOMON ISLANDS","",""
"4814","27-Oct-1937",1937,"AUSTRALIA","Queensland ","Kirra Beach, Coolangatta"
"4815","27-Oct-1937",1937,"AUSTRALIA","Queensland","Kirra Beach, Coolangatta"
"4816","24-Oct-1937",1937,"AUSTRALIA","New South Wales","Byron Bay "
"4817","24-Oct-1937",1937,"AUSTRALIA","New South Wales","Byron Bay "
"4818","Reported 26-Sep-t937",1937,"CROATIA"," Split-Dalmatia County","Bisk"
"4819","12-Sep-1937",1937,"SCOTLAND","Argyllshire","Arran"
"4820","11-Sep-1937",1937,"SCOTLAND","Arran","Fallen Rocks"
"4821","01-Sep-1937",1937,"SCOTLAND","Argyll","Carradale Bay, Kintyre Peninsula"
"4822","31-Aug-1937",1937,"AUSTRALIA","Torres Strait","Mabuiag Island, between New Guinea & Australia"
"4823","16-Aug-1937",1937,"TURKEY","","Istanbul"
"4824","02-Aug-1937",1937,"PANAMA","Colon Province","Limon Bay"
"4825","Reported 16-Jul-1937",1937,"AUSTRALIA","Northern Territory","Elcho Island"
"4826","07-Jul-1937",1937,"ITALY","Liguria","Borgeo Verezzi"
"4827","Reported 28-Jun-1937",1937,"GREECE","","Salonika?"
"4828","15-Jun-1937",1937,"AUSTRALIA","New South Wales","Wallamba River, near entrance to Wallis Lake"
"4829","    15-Jun-1937",1937,"USA","Texas","Galveston"
"4830","30-May-1937",1937,"USA","Texas","Galveston"
"4831","15-May-1937",1937,"AUSTRALIA","Queensland","Ross River, Townsville"
"4832","26-Mar-1937",1937,"AUSTRALIA","New South Wales","South Cronulla"
"4833","09-Mar-1937",1937,"AUSTRALIA","Victoria","Port Melbourne"
"4834","13-Feb-1937",1937,"AUSTRALIA","New South Wales","Bar Beach, Newcastle"
"4835","11-Feb-1937",1937,"AUSTRALIA","New South Wales","Kempsey"
"4836","04-Feb-1937",1937,"AUSTRALIA","New South Wales"," Botany Bay "
"4837","03-Feb-1937",1937,"AUSTRALIA","Queensland","Moreton Island"
"4838","1937",1937,"AUSTRALIA","South Australia","Port Germein"
"4839","27-Jan-1937",1937,"AUSTRALIA","New South Wales","Lake Conjola, near Milton"
"4840","1937",1937,"AUSTRALIA","Torres Strait",""
"4841","30-Dec-1936",1936,"USA","Hawaii","Honokohau, Maui"
"4842","19-Dec-1936",1936,"AUSTRALIA","Queensland","Brisbane River"
"4843","15-Dec-1936",1936,"AUSTRALIA","New South Wales","Newcastle Harbor"
"4844","12-Dec-1936",1936,"AUSTRALIA","New South Wales","Throsby Creek, Newcastle"
"4845","01-Dec-1936",1936,"AUSTRALIA","Victoria","Mordialloc"
"4846","27-Nov-1936",1936,"AUSTRALIA","Torres Strait","Near Thursday Island"
"4847","Reported 11-Sep-1936",1936,"VIETNAM","","Saigon"
"4848","04-Sep-1936",1936,"USA","Hawaii","Lahaina, Maui"
"4849","24-Aug-1936",1936,"AUSTRALIA","Torres Strait","Near Mabuiag Island"
"4850","13-Aug-1936",1936,"ICELAND","Fishing Grounds",""
"4851","11-Aug-1936",1936,"CANADA","Newfoundland","Georges Bank"
"4852","Reported 04-Aug-1936",1936,"AUSTRALIA","Torres Strait","Bathurst Island"
"4853","Aug-1936",1936,"USA","North Carolina","Pamlico Sound off Frisco, Dare County"
"4854","25-Jul-1936",1936,"USA","Massachusetts","Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay"
"4855","12-Jul-1936",1936,"USA","New Jersey","Long Branch, Monmouth County (offshore)"
"4856","07-Jul-1936",1936,"AUSTRALIA","Torres Strait","Off Nepean Island"
"4857","Jul-1936",1936,"SOUTH AFRICA","Western Cape Province","Cape Point"
"4858","26-Jun-1936",1936,"AUSTRALIA","Torres Strait","Nepean Island"
"4859","06-Jun-1936",1936,"USA","Florida","Boca Ciega Bay, Pinellas County"
"4860","22-Apr-1936",1936,"AUSTRALIA","Queensland","Arlington Reef near Cairns"
"4861","08-Ap-1936",1936,"AUSTRALIA","Queensland","Arlington Reef near Cairns"
"4862","30-Mar-1936",1936,"USA","Florida","Miami, Miami-Date County"
"4863","12-Mar-1936",1936,"AUSTRALIA","Torres Strait","Near Shelburne Bay, Queenland"
"4864","19-Mar-1936",1936,"AUSTRALIA","Queensland","Near Forbes Island, Barrier Reef"
"4865","04-Mar-1936",1936,"AUSTRALIA","Northern Territory","Between Cape Hotham & Darwin (50 miles from Darwin)"
"4866","23-Feb-1936",1936,"AUSTRALIA","New South Wales","Angourie, near Yamba"
"4867","Reported 20-Feb-1936",1936,"AUSTRALIA","Queensland","Brisbane River"
"4868","04-Feb-1936",1936,"AUSTRALIA","New South Wales","South Steyne, Manly"
"4869","22-Jan-1936",1936,"AUSTRALIA","South Australia","West Beach, near Adelaide"
"4870","05-Jan-1936",1936,"AUSTRALIA","Queensland","Main Beach, Southport"
"4871","Jan-1936",1936,"AUSTRALIA","New South Wales","North Bondi"
"4872","1936",1936,"AUSTRALIA","Victoria ","Port Phillip Bay, Port Melbourne"
"4873","23-Dec-1935",1935,"AUSTRALIA","Victoria","150 yards from the pier at Lorne"
"4874","13-Nov-1935",1935,"AUSTRALIA","Torres Strait","Barrier Reef near Innisfail"
"4875","21-Sep-1935",1935,"USA","North Carolina","Brown’s Inlet on New River, Onslow Beach"
"4876","Reported 04-Sep-1935",1935,"PAPUA NEW GUINEA","Central Province","Hula"
"4877","26-Aug-1935",1935,"AUSTRALIA","Queensland","At Flat Top, near Mackay"
"4878","24-Aug-1935",1935,"UNITED KINGDOM","Isle of Wight","Atherfield"
"4879","13-Aug-1935",1935,"AUSTRALIA","Torres Strait","Near Warrior Reefs, Queensland"
"4880","27-Jul-1935",1935,"USA","California","Santa Barbara Channel"
"4881","27-Jul-1935",1935,"USA","California","Santa Barbara Channel"
"4882","05-Jul-1935",1935,"PANAMA","","off Culebra"
"4883","01-Jul-1935",1935,"CROATIA","Adriatic Sea","Susak / Fiume (Rijeka, Istria)"
"4884","18-Jun-1935",1935,"USA","New Jersey","50 miles offshore"
"4885","Reported 05-Jun-1935",1935,"SOLOMON ISLANDS","Makira-Uluwa Province","Makira Island"
"4886","Jun-1935",1935,"AUSTRALIA","South Australia","Off Port Broughton"
"4887","Jun-1935",1935,"PAPUA NEW GUINEA","Northern (Oro) Province","Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)"
"4888","19-May-1935",1935,"SOUTH AFRICA","KwaZulu-Natal","North Pier, Durban"
"4889","12-May-1935",1935,"AUSTRALIA","Torres Strait","On edge of reef near Warrior Island"
"4890","25-Apr-1935",1935,"AUSTRALIA","New South Wales","Coogee"
"4891","Reported 08-Apr-1935",1935,"USA","California","Hermosa Beach, Los Angeles County"
"4892","30-Mar-1935",1935,"AUSTRALIA","Queensland","Barrier Reef off Mackay"
"4893","Reported 25-Mar-1935",1935,"SOUTH AFRICA","KwaZulu-Natal","North Pier, Durban"
"4894","20-Mar-1935",1935,"AUSTRALIA","Torres Strait","Three Mile Reef off Lizard Island 50 miles north of Cooktown"
"4895","13-Mar-1935",1935,"AUSTRALIA","Queensland","Pimpana River"
"4896","11-Mar-1935",1935,"AUSTRALIA","New South Wales","Newcastle"
"4897","09-Mar-1935",1935,"AUSTRALIA","New South Wales","Maroubra Beach"
"4898","02-Mar-1935",1935,"AUSTRALIA","New South Wales","North Narrabeen Beach"
"4899","14-Feb-1935",1935,"AUSTRALIA","New South Wales","Austinmer"
"4900","24-Jan-1935",1935,"AUSTRALIA","New South Wales","Off Ben Buckler, near Sydney"
"4901","24-Jan-1935",1935,"AUSTRALIA","Queensland","Ross River, Townsville"
"4902","Reported 21-Jan-1935",1935,"ISRAEL","Herzliyah","Sidny Ali"
"4903","17-Jan-1935",1935,"AUSTRALIA","Queensland","Seaforth River, near MacKay"
"4904","31-Dec-1934",1934,"AUSTRALIA","New South Wales","George’s River at Kentucky"
"4905","31-Dec-1934",1934,"AUSTRALIA","New South Wales"," St. George’s River at Moorebank, near Milperra Bridge"
"4906","23-Dec-1934",1934,"AUSTRALIA","New South Wales","Woy Woy  on the Brisbane Waters"
"4907","23-Oct-1934",1934,"AUSTRALIA","New South Wales","Woy Woy on the Brisbane Waters"
"4908","09-Oct-1934",1934,"AUSTRALIA","Northern Territory","Redcliff, Cobourg Peninsula"
"4909","08-Oct-1934",1934,"BERMUDA","Hamilton","Hamilton Parish"
"4910","22-Oct-1934",1934,"AUSTRALIA","Torres Strait","Warrior Reefs"
"4911","08-Sep-1934",1934,"BERMUDA","Hamilton","Nine miles off Frasconi Flats"
"4912","27-Aug-1934",1934,"ITALY","Sicily","Catania"
"4913","Reported 26-Aug-1934",1934,"ITALY / CROATIA","","Kralievica"
"4914","26-Aug-1934",1934,"AUSTRALIA","Queensland","Off Eva Island 20 miles from Cardwell"
"4915","21-Aug-1934",1934,"CROATIA","Adriatic Sea","Susak (Rijeka, Istria)"
"4916","05-Aug-1934",1934,"USA","Georgia","Thunderbolt, Chatham County"
"4917","11-Jul-1934",1934,"AUSTRALIA","New South Wales","Cronulla"
"4918","  21-Jun-1934",1934,"AUSTRALIA","New South Wales","Off Mooloolabah"
"4919","20-Jun-1934",1934,"USA","Florida","Melbourne, Brevard County"
"4920","15-Apr-1934",1934,"AUSTRALIA","Queensland","Elephant Rock, Currumbin near Southport"
"4921","01-Apr-1934",1934,"SOUTH AFRICA","KwaZulu-Natal","Granny’s Pool, Winkelspruit"
"4922","01-Apr-1934",1934,"SOUTH AFRICA","KwaZulu-Natal","Danger Pool, Winkelspruit"
"4923","01-Apr-1934",1934,"AUSTRALIA","New South Wales","North Steyne"
"4924","12-Mar-1934",1934,"AUSTRALIA","New South Wales","Dee Why, north of Queenscliff "
"4925","Mar-1934",1934,"AUSTRALIA","New South Wales","Cronulla"
"4926","24-Feb-1934",1934,"AUSTRALIA","Torres Strait","Adolphus Channel"
"4927","22-Feb-1934",1934,"CHILE","Elqui Province","Coquimbo"
"4928","Reported 08-Feb-1934",1934,"TURKEY","Istanbul","Haydarpasa jetty, Istanbul"
"4929","27-Jan-1934",1934,"AUSTRALIA","New South Wales","Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)"
"4930","07-Jan-1934",1934,"AUSTRALIA","New South Wales","Queenscliff"
"4931","20-Nov-1933",1933,"AUSTRALIA","Torres Strait","Near Boydong Cay"
"4932","18-Nov-1933",1933,"AUSTRALIA","Queensland","Near Barrow Point"
"4933","Reported 25-Oct-1933",1933,"AUSTRALIA","Queensland","Off Bloomfield River"
"4934","Reported 27-Sep-1933",1933,"ISRAEL","","Nabi Rubin"
"4935","28-Aug-1933",1933,"USA","California","Hermosa Beach, Los Angeles County"
"4936","28-Aug-1933",1933,"USA","South Carolina","Pawley’s Island, north of Charleston"
"4937","Reported 26-Aug-1933",1933,"USA","Connecticut","Mystic River"
"4938","Reported 07-Jul-1933",1933,"USA","California","San Diego, San Diego County"
"4939","03-Jul-1933",1933,"AUSTRALIA","Western Australia","Broome"
"4940","21-Jun-1933",1933,"USA","South Carolina","North end of Morris Island at mouth of Charleston Harbor"
"4941","16-Jun-1933",1933,"USA","South Carolina","Folly Island, near Charleston"
"4942","13-Jun-1933",1933,"AUSTRALIA","Northern Territory","Darwin"
"4943","24-May-1933",1933,"BARBADOS","St Michael Parish","Off Pelican Island"
"4944","23-May-1933",1933,"AUSTRALIA","Queensland","Off Stradbroke Island"
"4945","Reported 08-Jun-1933",1933,"AUSTRALIA","Queensland","Currumbin"
"4946","03-May-1933",1933,"CUBA","Havana Province","Off Jaimanitas Yacht Club, Havana"
"4947","10-Apr-1933",1933,"USA","Florida","Miami Beach, Miami-Dade County"
"4948","26-Feb-1933",1933,"AUSTRALIA","New South Wales","Sydney"
"4949","Reported 15-Feb-1933",1933,"AUSTRALIA","Torres Strait","Barrow Point, 100 miles north of Cooktown, Queensland"
"4950","14-Feb-1933",1933,"AUSTRALIA","South Australia","Adelaide"
"4951","12-Feb-1933",1933,"AUSTRALIA","South Australia","Port River, Adelaide"
"4952","04-Jan-1933",1933,"AUSTRALIA","Queensland","Strand Beach, Kissing Point, Townsville"
"4953","Reported 11-Dec-1932",1932,"AUSTRALIA","Northern Territory","Arnhem Land"
"4954","Reported 09-Dec-1932",1932,"NEW ZEALAND","North Island","Mahurangi River Mouth"
"4955","08-Nov-1932",1932,"CUBA","",""
"4956","31-Oct-1932",1932,"AUSTRALIA","New South Wales","Redhead Beach, Newcastle"
"4957","11-Oct-1932",1932,"CAPE VERDE","Barlavento Islands","São Vicente "
"4958","Reported 26-Sep-1932",1932,"FIJI","Viti Levu Island","Navua"
"4959","30-Aug-1932",1932,"AUSTRALIA","New South Wales","Bondi"
"4960","30-Aug-1932",1932,"AUSTRALIA","New South Wales","Newcastle"
"4961","10-Aug-1932",1932,"USA","New Jersey","Offshore, between Mantoloking & Point Pleasant, Ocean County"
"4962","09-Aug-1932",1932,"AUSTRALIA","Torres Strait",""
"4963","06-Aug-1932",1932,"BAHAMAS","New Providence District","Nassau, New Providence Island"
"4964","Reported 14-Jul-1932",1932,"USA","Texas","Galveston"
"4965","02-Jul-1932",1932,"CANADA","Bay of Fundy","16 km west of Digby Gut"
"4966","28-Jun-1932",1932,"USA","New Jersey","10 miles offshore from Sea Isle City, Cape May County"
"4967","26-Jun-1932",1932,"USA","New Jersey","Off Ocean City, Cape May County"
"4968","20-Jun-1932",1932,"FIJI","Yasawa Islands","Nabukeru "
"4969","12-May-1932",1932,"AUSTRALIA","Torres Strait","Near Warrior Reefs"
"4970","May 1932",1932,"AUSTRALIA","Torres Strait","Thursday Island"
"4971","16-Apr-1932",1932,"PHILIPPINES","Manila","Fort Mills"
"4972","16-Apr-1932",1932,"PHILIPPINES","Manila","Fort Mills"
"4973","16-Feb-1932",1932,"USA","Hawaii","1 mile off Mala Wharf, Lahaina, Maui"
"4974","13-Feb-1932",1932,"AUSTRALIA","Queensland","Calliope River"
"4975","08-Feb-1932",1932,"PHILIPPINES","Manila","Fort Mills"
"4976","27-Jan-1932",1932,"AUSTRALIA","Queensland","Ipswich"
"4977","11-Jan-1932",1932,"AUSTRALIA","Victoria","Frankston"
"4978","06-Jan-1932",1932,"MEXICO","Baja California","Descano Point"
"4979","1932",1932,"SOUTH AFRICA","Eastern Cape Province","Kowie River Mouth, Port Alfred"
"4980","26-Nov-1931",1931,"AUSTRALIA","Torres Strait","Barrier Reef near Innisfail"
"4981","27-Sep-1931",1931,"JAMAICA","","East Beach, Kingsston"
"4982","21-Sep-1931",1931,"USA","Florida","Municipal Beach, West Palm Beach, Palm Beach County"
"4983","21-Sep-1931",1931,"USA","Florida","Municipal Beach, West Palm Beach, Palm Beach County"
"4984","02-Sep-1931",1931,"USA","Hawaii","Kahala, O'ahu"
"4985","31-Aug-1931",1931,"CUBA","Havana Province","Vedado Baths, Miramar, Havana"
"4986","30-Aug-1931",1931,"USA","Hawaii",""
"4987","27-Aug-1931",1931,"USA","New Jersey","1 mile ESE of Navesink, Monmouth County"
"4988","25-Aug-1931",1931,"CUBA","Havana Province","Miramar subdivision, Havana"
"4989","23-Aug-1931",1931,"CUBA","Havana Province","Miramar, Havana"
"4990","18-Aug-1931",1931,"USA","Texas","Off Brownsville"
"4991","Reported 06-Aug-1931",1931,"USA","New Jersey","Sandy Hook (ocean side), Monmouth County"
"4992","01-Aug-1931",1931,"AUSTRALIA","Queensland","Port Douglas"
"4993","Reported 28-Jul-1931",1931,"FIJI","Viti Levu Island","Tamavua River"
"4994","15-Jul-1931",1931,"USA","New Jersey","Sea Girt, Monmouth County"
"4995","14-Jun-1931",1931,"USA","Hawaii","Pearl Harbor, O'ahu"
"4996","13-Jun-1931",1931,"USA","Hawaii","Pearl Harbor, O'ahu"
"4997","Reported 04-Jun-1931",1931,"USA","Florida","Key West, Monroe County "
"4998","02-May-1931",1931,"AUSTRALIA","New South Wales","Kempsey"
"4999","22-Mar-1931",1931,"AUSTRALIA","Queensland","Ross River, Townsville"
"5000","16-Mar-1931",1931,"TURKEY","","Bakurköy, Istanbul"
"5001","06-Mar-1931",1931,"AUSTRALIA","South Australia","Encounter Bay"
"5002","10-Feb-1931",1931,"AUSTRALIA","New South Wales","Maroubra Beach"
"5003","24-Jan-1931",1931,"AUSTRALIA","Torres Strait","Near Thursday Island"
"5004","14-Jan-1931",1931,"AUSTRALIA","Torres Strait",""
"5005","07-Jan-1931",1931,"AUSTRALIA","Queensland","Yeppoon, near Ross Creek"
"5006","1931",1931,"TONGA","Niua ","Niuafo'ou Island "
"5007","1931",1931,"PAPUA NEW GUINEA","",""
"5008","25-Dec-1930",1930,"AUSTRALIA","New South Wales","Homebush Bay, Parramatta River, Sydney"
"5009","13-Dec-1930",1930,"AUSTRALIA","New South Wales","Sailor Bay, Middle Harbour, Sydney"
"5010","02-Dec-1930",1930,"AUSTRALIA","Victoria","Rosebud"
"5011","Dec-1930",1930,"AUSTRALIA","New South Wales","Parramata River"
"5012","30-Nov-1930",1930,"AUSTRALIA","Queensland","St. Helena Island, Moreton Bay"
"5013","Reported 26-Sep-1930",1930,"HONDURAS","Black River",""
"5014","1930",1930,"AZORES","",""
"5015","31-Aug-1930",1930,"AUSTRALIA","Western Australia","Geraldton"
"5016","16-Aug-1930",1930,"SPAIN","Canary Islands","El Escabonal, Tenerife "
"5017","06-Aug-1930",1930,"USA","Florida","Palm Beach Inlet, Palm Beach County"
"5018","19-Jul-1930",1930,"CUBA","Havana Province","LaPlaya Beach / Vedado, Havana"
"5019","11-Jul-1930",1930,"USA","Florida","Jensen Beach, Martin County"
"5020","04-Jun-1930",1930,"AUSTRALIA","Torres Strait","Near Mabuiag Island"
"5021","27-May-1930",1930,"USA","Texas","High Island"
"5022","Reported 11-May-1930",1930,"TURKEY","","Ye?ilköy"
"5023","11-May-1930",1930,"COSTA RICA","Limón Province","Off Porto Limon"
"5024","08-Apr-1930",1930,"SOUTH AFRICA","Eastern Cape Province","Bashee River"
"5025","Reported 07-Mar-1930",1930,"USA","Florida","70 miles off Tarpon Springs"
"5026","20-Feb-1930",1930,"AUSTRALIA","Torres Strait",""
"5027","15-Feb-1930",1930,"AUSTRALIA","Victoria","Middle Brighton, Port Phillip"
"5028","Reported 03-Feb-1930",1930,"AUSTRALIA","Western Australia","Onslow"
"5029","22-Jan-1930",1930,"MEXICO","Veracruz","Panuco River Mouth"
"5030","16-Jan-1930",1930,"SOUTH AFRICA","Western Cape Province","Melkbaai, False Bay"
"5031","Jan-1930",1930,"MAURITIUS","","Two miles from shore in Tamarind Bay"
"5032","1930",1930,"OKINAWA","",""
"5033","1930",1930,"SOUTH AFRICA","Eastern Cape Province","North End Beach, Port Elizabeth"
"5034","26-Dec-1929",1929,"AUSTRALIA","New South Wales","White Bay, near Bald Rock Jetty, Sydney Harbor "
"5035","21-Dec-1929",1929,"AUSTRALIA","Torres Strait","Thursday Island"
"5036","16-Dec-1929",1929,"AUSTRALIA","New South Wales","Collaroy"
"5037","13-Dec-1929",1929,"AUSTRALIA","Torres Strait","Thursday Island"
"5038","Reported 03-Dec-1929",1929,"AUSTRALIA","Queensland","Townsville"
"5039","29-Nov-1929",1929,"KIRIBATI","Phoenix Islands","Nikumaroro Island"
"5040","21-Nov-1929",1929,"CUBA","Cienfuegos Province","Cienfuegos"
"5041","20-Oct-1929",1929,"AUSTRALIA","Torres Strait","Near Badu Island"
"5042","02-Oct-1929",1929,"SPAIN","Valencia","Nasareth Beach"
"5043","01-Sep-1929",1929,"AUSTRALIA","Queensland","Ross River, Townsville"
"5044","05-Aug-1929",1929,"USA","South Carolina","Fort Moultrie"
"5045","29-Jul-1929",1929,"MEXICO","Tamaulipas","Tampico"
"5046","Reported 17-Jul-1929",1929,"CAPE VERDE","Santiago Island","Tarrafal"
"5047","23-Jun-1929",1929,"USA","Florida","Fort Pierce, St Lucie County"
"5048","31-May-1929",1929,"AUSTRALIA","Torres Strait",""
"5049","Reported 26-Apr-1929",1929,"AUSTRALIA","Queensland","Great Barrier Reef"
"5050","Reported 17-Apr-1929",1929,"AUSTRALIA","Queensland","Great Barrier Reef"
"5051","11-Apr-1929",1929,"AUSTRALIA","Queensland","Bribie Passage, Caloundra"
"5052","09-Apr-1929",1929,"AUSTRALIA","Torres Strait","Badu Island"
"5053","04-Apr-1929",1929,"AUSTRALIA","Torres Strait","Badu Island"
"5054","16-Mar-1929",1929,"USA","Florida","Sea Spray, Palm Beach"
"5055","12-Mar-1929",1929,"AUSTRALIA","Torres Strait","Near Dauan Island"
"5056","04-Mar-1929",1929,"AUSTRALIA","South Australia","Ardrossan"
"5057","04-Mar-1929",1929,"AUSTRALIA","South Australia","Ardrossan"
"5058","18-Feb-1929",1929,"AUSTRALIA","New South Wales","Maroubra Bay"
"5059","09-Feb-1929",1929,"AUSTRALIA","Western Australia","Glenelg"
"5060","08-Feb-1929",1929,"AUSTRALIA","New South Wales","Bondi"
"5061","27-Jan-1929",1929,"AUSTRALIA","Queensland","Alma Bay, Magnetic Island, Townsville"
"5062","14-Jan-1929",1929,"NEW ZEALAND","North Island","Miranda Head, Hauriki Gulf"
"5063","12-Jan-1929",1929,"AUSTRALIA","New South Wales","Bondi"
"5064","06-Jan-1929",1929,"TURKEY","","San Stefano"
"5065","05-Jan-1929",1929,"FIJI","Viti Levu Island","Suva Harbor"
"5066","Reported 1929",1929,"AUSTRALIA","New South Wales","Sydney Harbor"
"5067","Ca. 1929",1929,"AUSTRALIA","South Australia","Ardrossan"
